year,ch1_site,ch1_transect,rep,standtype,transectsite,status,lifeform,family,ch1_species,lifespan,lifestage,link to tab: belt_byspecies => https://docs.google.com/spreadsheets/d/1JG8udkjru26Z6zy7LwNiDczkgRrB42tNG_wnW2O2R60/edit?usp=sharing
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,4,4,ENH2,1,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,5,5,ENH2,2,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,2,6,6,ENH2,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,INT3,1,3,Intact3,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,INT3,1,3,Intact3,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,INT3,1,3,Intact3,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,dead,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,seedling,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,resprout,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,resprout,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,mature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,1,6,3,ENH1,3,native,shrub,Malvaceae,Malacothamnus fasciculatus,perennial,immature,
2019,2,1,4,DEG2,1,native,herb,Cucurbitaceae,Marah macrocarpa,perennial,not a shrub,
2019,1,5,2,ENH1,2,native,herb,Cucurbitaceae,Marah macrocarpa,perennial,not a shrub,
2019,INT1,1,1,Intact1,1,native,herb,Cucurbitaceae,Marah macrocarpa,perennial,not a shrub,
2019,INT2,1,2,Intact2,2,native,herb,Cucurbitaceae,Marah macrocarpa,perennial,not a shrub,
2019,INT3,1,3,Intact3,3,native,herb,Cucurbitaceae,Marah macrocarpa,perennial,not a shrub,
2019,INT1,1,1,Intact1,1,native,fern,Pteridaceae,Pellaea andromedifolia,Perennial,not a shrub,
2019,INT2,1,2,Intact2,2,native,fern,Pteridaceae,Pellaea andromedifolia,Perennial,not a shrub,
2019,1,1,1,DEG1,1,native,herb,Hydrophyllaceae,Phacelia hubbyi,annual,not a shrub,
2019,1,2,2,DEG1,2,native,herb,Hydrophyllaceae,Phacelia hubbyi,annual,not a shrub,
2019,1,3,3,DEG1,3,native,herb,Hydrophyllaceae,Phacelia hubbyi,annual,not a shrub,
2019,2,1,4,DEG2,1,native,herb,Hydrophyllaceae,Phacelia hubbyi,annual,not a shrub,
2019,2,3,6,DEG2,3,native,herb,Hydrophyllaceae,Phacelia hubbyi,annual,not a shrub,
2019,1,4,1,ENH1,1,native,herb,Hydrophyllaceae,Phacelia hubbyi,annual,not a shrub,
2019,INT2,1,2,Intact2,2,native,herb,Hydrophyllaceae,Phacelia viscida,annual,not a shrub,
2019,INT1,1,1,Intact1,1,native,shrub,Rhamnaceae,Rhamnus ilicifolia,perennial,immature,
2019,INT1,1,1,Intact1,1,native,shrub,Rhamnaceae,Rhamnus ilicifolia,perennial,mature,
2019,INT2,1,2,Intact2,2,native,shrub,Rhamnaceae,Rhamnus ilicifolia,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Rhamnaceae,Rhamnus ilicifolia,perennial,resprout,
2019,INT3,1,3,Intact3,3,native,shrub,Rhamnaceae,Rhamnus ilicifolia,perennial,mature,
2019,1,5,2,ENH1,2,native,shrub,Anacardiaceae,Rhus ovata,perennial,immature,
2019,1,5,2,ENH1,2,native,shrub,Anacardiaceae,Rhus ovata,perennial,immature,
2019,INT1,1,1,Intact1,1,native,shrub,Anacardiaceae,Rhus ovata,perennial,immature,
2019,INT2,1,2,Intact2,2,native,shrub,Anacardiaceae,Rhus ovata,perennial,immature,
2019,INT2,1,2,Intact2,2,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,seedling,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
2019,INT3,1,3,Intact3,3,native,shrub,Anacardiaceae,Rhus ovata,perennial,mature,
