trasecttype,standtype,site,rep,distance,vertical,species,lifeform,status,lifecycle,Family,lifestage,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,39,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,39,5,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,39,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,40,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,40,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,40,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,40,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,40,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,5,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,5,41,6,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,1,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,1,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,1,2,Erodium cicutarium,herb,nonnative,annual,Geraniaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,1,3,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,2,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,2,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,2,2,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,3,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,3,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,3,2,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,4,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,4,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,4,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,4,3,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,5,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,5,1,Erodium cicutarium,herb,nonnative,annual,Geraniaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,5,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,6,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,6,1,Erodium cicutarium,herb,nonnative,annual,Geraniaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,6,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,7,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,8,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,8,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,8,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,9,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,9,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,9,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,10,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,10,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,10,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,10,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,11,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,11,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,11,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,12,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,12,1,Artemisia californica,shrub,native,perennial,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,13,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,13,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,13,2,Artemisia californica,shrub,native,perennial,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,13,3,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,13,4,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,14,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,14,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,14,2,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,15,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,15,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,16,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,16,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,16,2,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,16,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,16,4,Dipterostemon capitatus,herb,native,perennial,Themidaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,16,5,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,17,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,17,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,17,2,Bromus rubens,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,17,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,17,4,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,17,5,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,18,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,18,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,18,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,18,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,19,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,19,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,19,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,19,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,19,4,Elymus condensatus,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,20,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,20,1,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,20,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,20,3,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,21,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,21,1,Elymus condensatus,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,21,2,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,22,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,22,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,22,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,23,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,23,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,23,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,23,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,24,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,24,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,25,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,25,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,25,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,25,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,26,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,26,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,26,2,Lupinus spp.,herb,native,annual,Fabaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,26,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,27,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,27,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,28,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,28,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,29,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,29,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,29,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,30,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,30,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,30,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,31,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,31,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,31,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,32,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,32,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,33,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,33,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,34,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,34,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,34,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,35,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,35,1,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,35,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,36,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,36,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,36,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,36,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,37,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,37,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,37,2,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,38,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,38,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,38,2,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,38,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,39,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,39,1,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,39,2,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,39,3,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,39,4,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,40,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,40,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,40,2,HIIN dead,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,40,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,41,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,41,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,41,2,BRRU dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,degraded,DEG2,6,41,3,Avena barbata,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,1,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,1,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,1,2,Galium porrigens,herb,native,perennial,Rubiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,1,3,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,1,4,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,2,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,2,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,3,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,3,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,4,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,4,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,4,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,4,3,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,5,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,5,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,5,2,Pellaea andromedifolia,Fern,native,perennial,Pteridaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,5,3,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,6,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,6,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,6,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,7,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,7,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,7,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,8,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,8,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,9,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,9,1,Galium porrigens,herb,native,perennial,Rubiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,9,2,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,9,3,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,10,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,10,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,10,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,11,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,11,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,11,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,12,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,12,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,12,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,13,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,13,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,13,2,Elymus condensatus,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,13,3,HEAR dead,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,14,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,14,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,14,2,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,14,3,HEAR dead,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,15,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,15,1,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,15,2,HEAR dead,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,15,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,16,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,16,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,16,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,16,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,17,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,17,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,17,2,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,17,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,18,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,18,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,18,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,18,3,Salvia leucophylla,shrub,native,perennial,Lamiaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,19,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,19,1,Carduus pycnocephalus,herb,nonnative,annual,Asteraceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,19,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,20,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,20,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,20,2,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,20,3,HEAR dead,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,21,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,21,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,22,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,22,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,22,2,HEAR dead,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,23,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,23,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,23,2,HEAR dead,shrub,native,perennial,Rosaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,24,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,24,1,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,24,2,Brome spp. dead,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,25,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,25,1,Bromus diandrus,grass,nonnative,annual,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,26,0,NA,,,,,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,26,1,STLE dead,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
point,intact,Intact1,1,26,2,Stipa lepida,grass,native,perennial,Poaceae,,,,,,,,,,,,,,,,,,,,,
