standtype,site,rep,distance,vertical,species,code,lifeform,status,lifecycle,Family
degraded,DEG2,4,36,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,37,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,4,37,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,37,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,38,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,38,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,4,38,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,39,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,39,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,40,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,4,40,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,40,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG2,4,40,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,4,41,1,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG2,4,41,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,41,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG2,4,41,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,4,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,1,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,1,2,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,1,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,2,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,3,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,3,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,3,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,3,4,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,4,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,4,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,5,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,6,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,6,2,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,6,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,7,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,7,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,7,3,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,7,4,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,7,5,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,7,6,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,7,7,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,7,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,5,8,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,8,2,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,8,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,9,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,9,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,9,3,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,9,4,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,9,5,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,10,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,10,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,10,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,11,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,11,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,11,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,11,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,12,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,12,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,12,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,12,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,13,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,13,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,14,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,14,2,,dead MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,15,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,15,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,15,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,15,4,,dead HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,15,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,16,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,16,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,17,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,17,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,17,3,deadAVBA,AVBA dead,grass,nonnative,annual,Poaceae
degraded,DEG2,5,17,4,,dead HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,17,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,17,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,5,18,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,18,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,18,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,18,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,19,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,19,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,19,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,19,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,19,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,20,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,20,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,20,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,20,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,21,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,21,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,21,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,21,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,22,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,22,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,22,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,23,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,5,23,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,23,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,24,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,24,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,25,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,25,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,25,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,26,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,5,26,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,27,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,27,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,27,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,27,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,28,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,28,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,28,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,28,4,,dead HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,28,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,28,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,29,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,29,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,29,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,29,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,29,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,30,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,30,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,30,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,31,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,31,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,31,3,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,32,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,32,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,33,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,33,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,33,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,34,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,34,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,34,3,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,34,4,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,34,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,35,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,35,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,36,1,,dead HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,36,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,5,37,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,37,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,37,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,37,4,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,38,1,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,5,38,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,38,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,39,1,Lupinus spp.,lupin,herb,native,annual,Fabaceae
degraded,DEG2,5,39,2,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,5,39,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,39,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,39,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,39,6,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,39,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,40,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,5,40,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,40,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,40,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,40,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,5,41,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,5,41,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,41,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,41,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,41,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,5,41,6,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,5,41,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,1,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,1,2,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,6,1,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,1,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,2,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,2,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,2,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,3,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,3,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,3,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,4,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,4,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,4,3,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,4,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,5,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,6,5,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,5,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,6,1,Erodium cicutarium,ERCI,herb,nonnative,annual,Geraniaceae
degraded,DEG2,6,6,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,6,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,7,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,6,8,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,8,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,8,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,9,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,9,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,9,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,10,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,10,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,10,3,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,10,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,11,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,11,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,11,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,12,1,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
degraded,DEG2,6,12,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,13,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,13,2,Artemisia californica,ARCA,shrub,native,perennial,Asteraceae
degraded,DEG2,6,13,3,Bromus diandrus,BRDI,grass,nonnative,annual,Poaceae
degraded,DEG2,6,13,4,,dd HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,13,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,14,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,14,2,,HIIN dead,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,14,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,15,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,15,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,16,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,16,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,16,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,16,4,Dipterostemon capitatus,DICA,herb,native,perennial,Themidaceae
degraded,DEG2,6,16,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,16,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,17,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,17,2,Bromus rubens,BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,17,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,17,4,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,17,5,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,17,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,18,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,18,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,18,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,18,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,19,1,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,19,2,Avena barbata,AVENA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,19,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,19,4,Elymus condensatus,ELYmus condentatus,grass,native,perennial,Poaceae
degraded,DEG2,6,19,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,20,1,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,20,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,20,3,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,20,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,6,21,1,Elymus condensatus,ELCO,grass,native,perennial,Poaceae
degraded,DEG2,6,21,2,Malacothamnus fasciculatus,MAFA,shrub,native,perennial,Malvaceae
degraded,DEG2,6,21,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,22,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,22,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,22,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,6,23,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,23,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,23,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,23,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,24,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,24,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,25,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,25,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,25,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,25,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,26,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,26,2,Lupinus spp.,Lupin spp. ,herb,native,annual,Fabaceae
degraded,DEG2,6,26,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,26,ground,n/a,bare_ground,ground,ground,ground,ground
degraded,DEG2,6,27,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,27,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,28,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,28,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,29,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,29,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,29,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,30,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,30,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,30,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,31,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,31,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,31,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,32,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,32,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,33,1,Avena barbata,Avena,grass,nonnative,annual,Poaceae
degraded,DEG2,6,33,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,34,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,34,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,34,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,35,1,,BRRU dead,grass,nonnative,annual,Poaceae
degraded,DEG2,6,35,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,35,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,36,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,36,2,,dead BRRU,grass,nonnative,annual,Poaceae
degraded,DEG2,6,36,3,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,36,ground,n/a,nonnative_thatch,ground,ground,ground,ground
degraded,DEG2,6,37,1,Hirschfeldia incana,HIIN,herb,nonnative,annual,Brassicaceae
degraded,DEG2,6,37,2,Avena barbata,AVBA,grass,nonnative,annual,Poaceae
degraded,DEG2,6,37,ground,n/a,nonnative_thatch,ground,ground,ground,ground
