date,name,year,site,transect,distance,vertical,species,species_code,max_height_cm,Notes,standtype,hillslope,coordinates_x,coordinates_y
5-May-24,"Albert, Stephanie",2024,1,9,37,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,1,Salvia lucophylla,,120,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,37,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,1,Salvia lucophylla,,130,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,38,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,1,Salvia lucophylla,,190,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,39,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,1,Salvia lucophylla,,150,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,40,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,1,Salvia lucophylla,,150,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,9,41,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,1,Centaurea melitensis,,7,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,1,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,2,Salvia lucophylla,,27,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,2,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,1,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,2,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,3,Salvia lucophylla,,95,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,3,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,1,Salvia lucophylla,,100,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,4,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,2,Malacothamnus fasciculatus ,,150,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,5,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,1,Salvia lucophylla,,98,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,2,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,6,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,2,Salvia lucophylla,,95,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,7,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,1,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,2,Centaurea melitensis,,2,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,8,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,2,Malacothamnus fasciculatus ,,167,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,9,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,2,Malacothamnus fasciculatus ,,193,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,10,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,2,Malacothamnus fasciculatus ,,115,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,11,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,2,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,3,Malacothamnus fasciculatus ,,202,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,12,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,2,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,3,Malacothamnus fasciculatus ,,200,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,13,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,2,Malacothamnus fasciculatus ,,200,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,14,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,1,Bromus hordeaceus BRHO,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,2,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,3,Malacothamnus fasciculatus ,,187,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,15,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,2,Malacothamnus fasciculatus ,,190,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,16,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,2,Artemisia californica,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,3,Malacothamnus fasciculatus ,,175,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,17,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,2,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,3,Artemisia californica,,100,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,18,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,ground,thatch,nn litte,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,2,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,3,Artemisia californica,,100,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,19,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,2,Malacothamnus fasciculatus ,,140,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,20,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,ground,litter,native litter,,Stipa lepida litter,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,2,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,3,Malacothamnus fasciculatus ,,203,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,21,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,1,Stipa lepida,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,2,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,3,Malacothamnus fasciculatus ,,210,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,22,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,1,Malacothamnus fasciculatus ,,245,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,23,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,2,Malacothamnus fasciculatus ,,207,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,24,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,2,Malacothamnus fasciculatus ,,205,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,25,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,1,Salvia lucophylla,,131,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,26,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,2,Dipterostemon capitatus,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,3,Salvia lucophylla,,109,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,27,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,2,Malacothamnus fasciculatus ,,194,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,28,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,2,Malacothamnus fasciculatus ,,205,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,29,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,2,Stipa lepida,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,3,dead MAFA,,103,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,30,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,2,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,3,dead MAFA,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,4,Bromus rubens BRRU,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,5,Malacothamnus fasciculatus ,,117,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,31,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,2,Malacothamnus fasciculatus ,,138,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,3,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,32,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,ground,thatch,nn litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,1,Centaurea melitensis,,5,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,2,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,33,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,2,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,3,Malacothamnus fasciculatus ,,140,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,34,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,1,Malacothamnus fasciculatus ,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,2,Salvia lucophylla,,90,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,35,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,2,Malacothamnus fasciculatus ,,318,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,36,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,ground,BG bare ground,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,2,Malacothamnus fasciculatus ,,310,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,37,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,1,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,2,Malacothamnus fasciculatus ,,312,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,3,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,4,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,5,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,6,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,38,7,,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,39,ground,litter,native litter,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,39,1,Centaurea melitensis,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,39,2,Salvia lucophylla,,,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,39,3,Malacothamnus fasciculatus ,,340,,,,,
5-May-24,"Albert, Stephanie",2024,1,10,39,4,,,,,,,,
