"","standtype","site","rep","species","lifeform","status","lifecycle","family","site_rep","site_rep_species","count_per_transect","percentcover_native","native_fern","native_forb","native_grass","native_shrub","nonnative_fern","nonnative_forb","nonnative_grass","nonnative_shrub","percentcover_nonnative"
"727","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"728","intact","Intact1",1,"Pellaea andromedifolia","fern","native","perennial","Pteridaceae","Intact1_1","Intact1_1_Pellaea andromedifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"729","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"730","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"731","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"732","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"733","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"734","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"735","intact","Intact1",1,"Galium porrigens","herb","native","perennial","Rubiaceae","Intact1_1","Intact1_1_Galium porrigens",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"736","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"737","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"738","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"739","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"740","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"741","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"742","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"743","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"744","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"745","intact","Intact1",1,"Elymus condensatus","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Elymus condensatus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"746","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"747","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"748","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"749","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"750","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"751","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"752","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"753","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"754","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"755","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"756","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"757","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"758","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"759","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"760","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"761","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact1_1","Intact1_1_Salvia leucophylla",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"762","intact","Intact1",1,"Carduus pycnocephalus","herb","nonnative","annual","Asteraceae","Intact1_1","Intact1_1_Carduus pycnocephalus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"763","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"764","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"765","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"766","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"767","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"768","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"769","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"770","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"771","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"772","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"773","intact","Intact1",1,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus rubens",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"774","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"775","intact","Intact1",1,"Stipa lepida dead","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"776","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"777","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"778","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae","Intact1_1","Intact1_1_Bromus diandrus",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"779","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"780","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"781","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"782","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"783","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"784","intact","Intact1",1,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia dead",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"785","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"786","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"787","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"788","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"789","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"790","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae","Intact1_1","Intact1_1_Stipa lepida",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"791","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"792","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"793","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"794","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact1_1","Intact1_1_Heteromeles arbutifolia",36,0.878048780487805,0.024390244,0.048780488,0.536585366,0.707317073,0,0.024390244,0.243902439,0,NA
"795","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"796","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"797","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"798","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"799","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"800","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"801","intact","Intact2",2,"Salvia leucophylla dead","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla dead",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"802","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"803","intact","Intact2",2,"Rhus ovata","shrub","native","perennial","Anacardiaceae","Intact2_2","Intact2_2_Rhus ovata",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"804","intact","Intact2",2,"Elymus condensatus","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"805","intact","Intact2",2,"Elymus condensatus dead","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus dead",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"806","intact","Intact2",2,"Rhus ovata","shrub","native","perennial","Anacardiaceae","Intact2_2","Intact2_2_Rhus ovata",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"807","intact","Intact2",2,"Elymus condensatus dead","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus dead",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"808","intact","Intact2",2,"Rhamnus ilicifolia","shrub","native","perennial","Rhamnaceae","Intact2_2","Intact2_2_Rhamnus ilicifolia",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"809","intact","Intact2",2,"Elymus condensatus dead","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Elymus condensatus dead",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"810","intact","Intact2",2,"Galium porrigens","herb","native","perennial","Rubiaceae","Intact2_2","Intact2_2_Galium porrigens",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"811","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact2_2","Intact2_2_Bromus rubens",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"812","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"813","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact2_2","Intact2_2_Bromus rubens",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"814","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"815","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"816","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae","Intact2_2","Intact2_2_Bromus rubens",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"817","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"818","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"819","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"820","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"821","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"822","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"823","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"824","intact","Intact2",2,"Dipterostemon capitatus","herb","native","perennial","Themidaceae","Intact2_2","Intact2_2_Dipterostemon capitatus",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"825","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae","Intact2_2","Intact2_2_Apiastrum angustifolium",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"826","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"827","intact","Intact2",2,"Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia dead",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"828","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","Intact2_2","Intact2_2_Heteromeles arbutifolia",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"829","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"830","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"831","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"832","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"833","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"834","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"835","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","Intact2_2","Intact2_2_Salvia leucophylla",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"836","intact","Intact2",2,"moss","ground","ground","ground","ground","Intact2_2","Intact2_2_moss",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"837","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"838","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"839","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"840","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"841","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"842","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"843","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae","Intact2_2","Intact2_2_Stipa lepida",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"844","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"845","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"846","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
"847","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae","Intact2_2","Intact2_2_Artemisia californica",38,0.926829268292683,0,0.146341463,0.43902439,0.707317073,0,0,0.073170732,0,NA
