standtype,site,rep,species,lifeform,status,lifecycle,family,site_rep
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
degraded,DEG2,6,Bromus rubens,grass,nonnative,annual,Poaceae,DEG2_6
intact,Intact_1,1,Bromus rubens,grass,nonnative,annual,Poaceae,Intact_1_1
intact,Intact_2,2,Bromus rubens,grass,nonnative,annual,Poaceae,Intact_2_2
intact,Intact_2,2,Bromus rubens,grass,nonnative,annual,Poaceae,Intact_2_2
intact,Intact_2,2,Bromus rubens,grass,nonnative,annual,Poaceae,Intact_2_2
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,1,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_1
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,2,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_2
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH1,3,Bromus rubens,grass,nonnative,annual,Poaceae,ENH1_3
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,5,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_5
matrix,ENH2,6,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH2,6,Bromus rubens,grass,nonnative,annual,Poaceae,ENH2_6
matrix,ENH1,3,Calochortus clavatus,herb,native,perennial,Liliaceae,ENH1_3
intact,Intact_1,1,Carduus pycnocephalus,herb,nonnative,annual,Asteraceae,Intact_1_1
intact,Intact3,3,Cenothus oliganthus,shrub,native,perennial,Rhamnaceae  ,Intact3_3
intact,Intact3,3,Cenothus oliganthus,shrub,native,perennial,Rhamnaceae  ,Intact3_3
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,1,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_1
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,2,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_2
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH1,3,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH1_3
matrix,ENH2,5,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH2_5
matrix,ENH2,5,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH2_5
matrix,ENH2,5,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH2_5
matrix,ENH2,6,Centaurea melitensis,herb,nonnative,annual,Asteraceae,ENH2_6
matrix,ENH1,2,Claytonia perfoliata,herb,native,annual,Montiaceae,ENH1_2
degraded,DEG1,1,Dipterostemon capitatus,herb,native,perennial,Themidaceae,DEG1_1
degraded,DEG2,6,Dipterostemon capitatus,herb,native,perennial,Themidaceae,DEG2_6
intact,Intact_2,2,Dipterostemon capitatus,herb,native,perennial,Themidaceae,Intact_2_2
matrix,ENH1,1,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_1
matrix,ENH1,1,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_1
matrix,ENH1,1,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_1
matrix,ENH1,1,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_1
matrix,ENH1,1,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_1
matrix,ENH1,2,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_2
matrix,ENH1,2,Dipterostemon capitatus,herb,native,perennial,Themidaceae,ENH1_2
degraded,DEG2,6,Elymus condensatus,grass,native,perennial,Poaceae,DEG2_6
degraded,DEG2,6,Elymus condensatus,grass,native,perennial,Poaceae,DEG2_6
intact,Intact_1,1,Elymus condensatus,grass,native,perennial,Poaceae,Intact_1_1
intact,Intact_2,2,Elymus condensatus,grass,native,perennial,Poaceae,Intact_2_2
intact,Intact_2,2,Elymus condensatus,grass,native,perennial,Poaceae,Intact_2_2
intact,Intact_2,2,Elymus condensatus,grass,native,perennial,Poaceae,Intact_2_2
intact,Intact_2,2,Elymus condensatus,grass,native,perennial,Poaceae,Intact_2_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,2,Elymus condensatus,grass,native,perennial,Poaceae,ENH1_2
matrix,ENH1,3,Eriodictyon crassifolium,shrub,native,perennial,Namaceae,ENH1_3
intact,Intact3,3,Eriodictyon crassifolium,shrub,native,perennial,Namaceae,Intact3_3
matrix,ENH1,3,Eriodictyon crassifolium,shrub,native,perennial,Namaceae,ENH1_3
matrix,ENH1,3,Eriodictyon crassifolium,shrub,native,perennial,Namaceae,ENH1_3
matrix,ENH1,3,Eriodictyon crassifolium,shrub,native,perennial,Namaceae,ENH1_3
matrix,ENH1,3,Eriodictyon crassifolium,shrub,native,perennial,Namaceae,ENH1_3
degraded,DEG2,4,Eriogonum fasciculatum,shrub,native,perennial,Polygonaceae  ,DEG2_4
degraded,DEG1,1,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG1_1
degraded,DEG1,1,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG1_1
degraded,DEG1,1,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG1_1
degraded,DEG1,2,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG1_2
degraded,DEG2,4,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_4
degraded,DEG2,4,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_4
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,5,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_5
degraded,DEG2,6,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_6
degraded,DEG2,6,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_6
degraded,DEG2,6,Erodium spp.,herb,nonnative,annual,Geraniaceae,DEG2_6
matrix,ENH1,1,Erodium spp.,herb,nonnative,annual,Geraniaceae,ENH1_1
matrix,ENH1,3,Erodium spp.,herb,nonnative,annual,Geraniaceae,ENH1_3
matrix,ENH2,4,Erodium spp.,herb,nonnative,annual,Geraniaceae,ENH2_4
intact,Intact_1,1,Galium porrigens,herb,native,perennial,Rubiaceae,Intact_1_1
intact,Intact_1,1,Galium porrigens,herb,native,perennial,Rubiaceae,Intact_1_1
intact,Intact_2,2,Galium porrigens,herb,native,perennial,Rubiaceae,Intact_2_2
matrix,ENH1,3,Galium porrigens,herb,native,perennial,Rubiaceae,ENH1_3
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_1_1
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_2_2
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact_3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact_3_3
intact,Intact2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact2_2
intact,Intact1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact1_1
intact,Intact3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact3_3
intact,Intact3,3,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact3_3
intact,Intact2,2,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact2_2
intact,Intact1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact1_1
intact,Intact1,1,Heteromeles arbutifolia,shrub,native,perennial,Rosaceae,Intact1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
degraded,DEG1,1,Hirschfeldia incana,herb,nonnative,annual,Brassicaceae,DEG1_1
