"","standtype","site","rep","species","lifeform","status","lifecycle","family","site_rep","site_rep_species"
"428","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"429","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"430","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"431","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"432","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"433","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_Malacothamnus fasciculatus"
"434","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"435","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"436","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_Malacothamnus fasciculatus"
"437","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"438","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"439","degraded","DEG2",4,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_Malacothamnus fasciculatus"
"440","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"441","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"442","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"443","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"444","degraded","DEG2",4,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_Malacothamnus fasciculatus dead"
"445","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"446","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"447","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"448","degraded","DEG2",4,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG2_4","DEG2_4_Malacothamnus fasciculatus dead"
"449","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"450","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"451","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"452","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"453","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"454","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"455","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"456","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"457","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"458","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"459","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"460","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"461","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"462","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"463","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"464","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"465","degraded","DEG2",4,"Salvia leucophylla","shrub","native","perennial","Lamiaceae","DEG2_4","DEG2_4_Salvia leucophylla"
"466","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"467","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"468","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"469","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"470","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"471","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"472","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"473","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"474","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"475","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"476","degraded","DEG2",4,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_4","DEG2_4_Hirschfeldia incana"
"477","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"478","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"479","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"480","degraded","DEG2",4,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus rubens"
"481","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"482","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus diandrus"
"483","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"484","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus diandrus"
"485","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"486","degraded","DEG2",4,"Bromus diandrus","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Bromus diandrus"
"487","degraded","DEG2",4,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_4","DEG2_4_Avena barbata"
"488","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"489","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"490","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"491","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"492","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"493","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"494","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"495","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"496","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"497","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"498","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"499","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"500","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"501","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"502","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"503","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"504","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"505","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"506","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"507","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"508","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"509","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"510","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"511","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"512","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"513","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"514","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"515","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"516","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"517","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"518","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"519","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"520","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"521","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"522","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"523","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"524","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"525","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"526","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"527","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"528","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"529","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"530","degraded","DEG2",5,"Malacothamnus fasciculatus dead","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus dead"
"531","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"532","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"533","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"534","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"535","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"536","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"537","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"538","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"539","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"540","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"541","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"542","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"543","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"544","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"545","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"546","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"547","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"548","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"549","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"550","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"551","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"552","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"553","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"554","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"555","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"556","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"557","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"558","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"559","degraded","DEG2",5,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_5","DEG2_5_Erodium spp."
"560","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"561","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"562","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"563","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"564","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"565","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"566","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"567","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"568","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"569","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"570","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"571","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"572","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"573","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"574","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"575","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"576","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"577","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"578","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"579","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"580","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"581","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"582","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"583","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"584","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"585","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"586","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"587","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"588","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"589","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"590","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"591","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"592","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"593","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"594","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"595","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"596","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"597","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"598","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"599","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"600","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"601","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"602","degraded","DEG2",5,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Bromus rubens"
"603","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"604","degraded","DEG2",5,"Lupinus spp.","herb","native","annual","Fabaceae","DEG2_5","DEG2_5_Lupinus spp."
"605","degraded","DEG2",5,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_5","DEG2_5_Hirschfeldia incana"
"606","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"607","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"608","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"609","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"610","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"611","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"612","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"613","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"614","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"615","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"616","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"617","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"618","degraded","DEG2",5,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_5","DEG2_5_Avena barbata"
"619","degraded","DEG2",5,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae","DEG2_5","DEG2_5_Malacothamnus fasciculatus"
"620","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"621","degraded","DEG2",6,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_6","DEG2_6_Erodium spp."
"622","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"623","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"624","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"625","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"626","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"627","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"628","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"629","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_Hirschfeldia incana"
"630","degraded","DEG2",6,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_6","DEG2_6_Erodium spp."
"631","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"632","degraded","DEG2",6,"Erodium spp.","herb","nonnative","annual","Geraniaceae","DEG2_6","DEG2_6_Erodium spp."
"633","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"634","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"635","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"636","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"637","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"638","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"639","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
"640","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Avena barbata"
"641","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_Bromus rubens"
