year,stand,site,soilcore,depth_cm,depth_name,treatment,rep,species_diversity,genus_abundance,lifeform,status,lifescycle,family,count,NOTES
2017,degraded,DEG2,7,4,deep,charate,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,7,4,deep,charate,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,2,
2017,degraded,DEG2,7,4,deep,charate,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,7,4,deep,charate,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,charate,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,1,
2017,degraded,DEG2,7,4,deep,control,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,7,4,deep,control,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,1,
2017,degraded,DEG2,7,4,deep,control,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,7,4,deep,control,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,control,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,7,4,deep,oven,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,7,4,deep,oven,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,0,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,7,4,deep,oven,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,1,
2017,degraded,DEG2,7,4,deep,oven,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,oven,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,1,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Astragalus trichopodus,Astragalus trichopodus,forb,native,perennial,Fabaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Bromus diandrus,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Croton setiger,Croton setiger,forb,native,annual,Euphorbiaceae  ,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Cryptantha spp.,Cryptantha spp.,forb,native,annual,Boraginaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Erigeron canadensis,Erigeron canadensis,forb,native,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Erodium cicutarium,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Erodium moschatum,Erodium spp.,forb,nonnative,annual,Geraniaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Eucrypta chrysanthemifolia,Eucrypta chrysanthemifolia,forb,native,annual,Hydrophyllaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Fragaria vesca,Fragaria vesca,forb,native,perennial,Rosaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Galium porrigens,Galium porrigens,forb,native,perennial,Rubiaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,Brassicaceae Family (HIIN or RARU)
2017,degraded,DEG2,7,4,deep,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Nicotiana glauca,Nicotiana glauca,shrub,nonnative,perennial,Solanaceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,0,
2017,degraded,DEG2,7,4,deep,ovenchar,1,Trifolium gracelentum,Trifolium spp.,forb,native,annual,Fabaceae,0,
2019,enhanced,ENH1,1,0,surface,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,36,
2019,enhanced,ENH1,1,0,surface,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,2,
2019,enhanced,ENH1,1,0,surface,charate,1,Eriodictyon crassifolium,Eriodictyon crassifolium,shrub,native,perennial,Namaceae  ,2,"unknown dicot - looks like eriodictyon. March 5, March 15"
2019,enhanced,ENH1,1,0,surface,charate,1,Salvia leucophylla ,Salvia leucophylla,shrub,native,perennial,Grossulariaceae,1,
2019,enhanced,ENH1,1,0,surface,charate,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,1,
2019,enhanced,ENH1,1,0,surface,control,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,1,
2019,enhanced,ENH1,1,0,surface,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,48,
2019,enhanced,ENH1,1,0,surface,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,2,
2019,enhanced,ENH1,1,0,surface,control,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,1,
2019,enhanced,ENH1,1,0,surface,control,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,1,
2019,enhanced,ENH1,1,0,surface,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,1,
2019,enhanced,ENH1,1,0,surface,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,3,small leaf
2019,enhanced,ENH1,1,0,surface,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,36,
2019,enhanced,ENH1,1,0,surface,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,2,
2019,enhanced,ENH1,1,0,surface,oven,1,Diplacus aurantiacus,Diplacus aurantiacus,shrub,native,perennial,"	Phrymaceae  ",1,
2019,enhanced,ENH1,1,0,surface,oven,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,1,0,surface,oven,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,4,
2019,enhanced,ENH1,1,0,surface,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,68,
2019,enhanced,ENH1,1,0,surface,ovenchar,1,Eriodictyon crassifolium,Eriodictyon crassifolium,shrub,native,perennial,Namaceae  ,2,"long cotolydons, looks like eriodictyon"
2019,enhanced,ENH1,1,0,surface,ovenchar,1,Festuca myuros ,Festuca myuros,grass,nonnative,annual,Poaceae,21,
2019,enhanced,ENH1,1,0,surface,ovenchar,1,Lactuca serriola ,Lactuca serriola ,forb,nonnative,annual,Asteraceae,1,Likely Lactuca serriola based on Calflora maps
2019,enhanced,ENH1,1,0,surface,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,3,
2019,enhanced,ENH1,1,0,surface,pretreatment,1,Avena barbara,Avena spp.,grass,nonnative,annual,Poaceae,,
2019,enhanced,ENH1,1,0,surface,pretreatment,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,,
2019,enhanced,ENH1,1,4,deep,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,7,
2019,enhanced,ENH1,1,4,deep,charate,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,2,
2019,enhanced,ENH1,1,4,deep,control,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,1,small round leaves; unknown 1
2019,enhanced,ENH1,1,4,deep,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,8,
2019,enhanced,ENH1,1,4,deep,control,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,
2019,enhanced,ENH1,1,4,deep,control,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,1,4,deep,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,1,
2019,enhanced,ENH1,1,4,deep,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,9,
2019,enhanced,ENH1,1,4,deep,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,1,4,deep,ovenchar,1,Acmispon spp.,Acmispon spp.,forb,native,annual or biannual,Fabaceae,1,"need to check for picture - either glaber, maritimus, or strigosus"
2019,enhanced,ENH1,1,4,deep,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,4,
2019,enhanced,ENH1,1,4,deep,ovenchar,1,Calochortus clavatus,Calochortus clavatus,forb,native,perennial,Liliaceae  ,1,"in notes as: ""unknown monocot"""
2019,enhanced,ENH1,1,4,deep,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,2,
2019,enhanced,ENH1,1,4,deep,ovenchar,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,1,Sonchus oleraceus?; unknown - purple leaf dicot
2019,enhanced,ENH1,1,4,deep,ovenchar,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,2,unknown - lactuca - need to check
2019,enhanced,ENH1,1,4,deep,pretreatment,1,Avena barbara,Avena spp.,grass,nonnative,annual,Poaceae,,
2019,enhanced,ENH1,1,4,deep,pretreatment,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,,star thistle
2019,enhanced,ENH1,2,0,surface,charate,1,Acmispon glaber,Acmispon spp.,forb,native,perennial,Fabaceae,1,
2019,enhanced,ENH1,2,0,surface,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,29,
2019,enhanced,ENH1,2,0,surface,charate,1,Erodium spp. ,Erodium spp.,forb,nonnative,annual,Geraniaceae,5,
2019,enhanced,ENH1,2,0,surface,charate,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,likely brassica or hiin - heart shaped leaf
2019,enhanced,ENH1,2,0,surface,charate,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,tall seedling with small leaves; made decisiion based on photos; no RARU observed in above ground 2x2 or belt transects
2019,enhanced,ENH1,2,0,surface,charate,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,1,
2019,enhanced,ENH1,2,0,surface,charate,1,Salvia leucophylla ,Salvia leucophylla,shrub,native,perennial,Grossulariaceae,1,
2019,enhanced,ENH1,2,0,surface,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,35,
2019,enhanced,ENH1,2,0,surface,control,1,Erodium spp. ,Erodium spp.,forb,nonnative,annual,Geraniaceae,9,either cicutarium or moschatum
2019,enhanced,ENH1,2,0,surface,control,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,1,
2019,enhanced,ENH1,2,0,surface,control,1,Salvia leucophylla ,Salvia leucophylla,shrub,native,perennial,Grossulariaceae,7,
2019,enhanced,ENH1,2,0,surface,control,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,2,
2019,enhanced,ENH1,2,0,surface,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,24,
2019,enhanced,ENH1,2,0,surface,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,4,
2019,enhanced,ENH1,2,0,surface,oven,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,3,no RARU observed in above ground 2x2 or belt transects
2019,enhanced,ENH1,2,0,surface,oven,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae, ,
2019,enhanced,ENH1,2,0,surface,oven,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,2,
2019,enhanced,ENH1,2,0,surface,oven,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,2,0,surface,ovenchar,1,Acmispon glaber,Acmispon spp.,forb,native,perennial,Fabaceae,4,unknown - long leaved seedling - could be ACGL or something else
2019,enhanced,ENH1,2,0,surface,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,38,
2019,enhanced,ENH1,2,0,surface,ovenchar,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,3,
2019,enhanced,ENH1,2,0,surface,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,4,
2019,enhanced,ENH1,2,0,surface,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,3,unknown - round leaf - do you think MAFA? need to look at photos
2019,enhanced,ENH1,2,0,surface,ovenchar,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,1,
2019,enhanced,ENH1,2,0,surface,pretreatment,1,Avena barbara,Avena spp.,grass,nonnative,annual,Poaceae,,
2019,enhanced,ENH1,2,4,deep,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,8,
2019,enhanced,ENH1,2,4,deep,control,1,Acmispon glaber,Acmispon spp.,forb,native,perennial,Fabaceae,1,need to check images - ACGL?; unknown - long leaved skinny dicot
2019,enhanced,ENH1,2,4,deep,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,9,
2019,enhanced,ENH1,2,4,deep,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,7,
2019,enhanced,ENH1,2,4,deep,oven,1,Salvia leucophylla ,Salvia leucophylla,shrub,native,perennial,Grossulariaceae,1,
2019,enhanced,ENH1,2,4,deep,ovenchar,1,Acmispon glaber,Acmispon spp.,forb,native,perennial,Fabaceae,3,ACMGLA?; unknown - long leaved dicot
2019,enhanced,ENH1,2,4,deep,ovenchar,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,3,
2019,enhanced,ENH1,2,4,deep,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,5,
2019,enhanced,ENH1,2,4,deep,ovenchar,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,2,
2019,enhanced,ENH1,2,4,deep,ovenchar,1,Erodium spp. ,Erodium spp.,forb,nonnative,annual,Geraniaceae,5,
2019,enhanced,ENH1,2,4,deep,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,3,
2019,enhanced,ENH1,3,0,surface,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,18,
2019,enhanced,ENH1,3,0,surface,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,3,
2019,enhanced,ENH1,3,0,surface,charate,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,1,
2019,enhanced,ENH1,3,0,surface,charate,1,Logfia filaginoides,Logfia filaginoides,forb,native,annual,Asteraceae  ,1,
2019,enhanced,ENH1,3,0,surface,charate,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,3,0,surface,charate,1,Stipa lepida,Stipa lepida,grass,native,perennial,Poaceae  ,2,
2019,enhanced,ENH1,3,0,surface,charate,1,Uropappus lindleyi,Uropappus lindleyi,forb,native,annual,Asteraceae,2,
2019,enhanced,ENH1,3,0,surface,control,1,Acmispon maritimus,Acmispon spp.,forb,native,annual,Fabaceae,1,
2019,enhanced,ENH1,3,0,surface,control,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,1,
2019,enhanced,ENH1,3,0,surface,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,25,
2019,enhanced,ENH1,3,0,surface,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,5,
2019,enhanced,ENH1,3,0,surface,control,1,Logfia filaginoides,Logfia filaginoides,forb,native,annual,Asteraceae  ,2,
2019,enhanced,ENH1,3,0,surface,control,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,1,
2019,enhanced,ENH1,3,0,surface,control,1,Unknown B - dinosaur egg,,,,,,1,unknown - dinosaur egg
2019,enhanced,ENH1,3,0,surface,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,22,
2019,enhanced,ENH1,3,0,surface,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,4,
2019,enhanced,ENH1,3,0,surface,oven,1,Sonchus oleraceus,Sonchus oleraceus,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Bromus hordeaceus,Bromus spp.,grass,nonnative,annual,Poaceae,18,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,17,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,3,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Erodium spp. ,Erodium spp.,forb,nonnative,annual,Geraniaceae,1,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Hirschfeldia incana,Hirschfeldia incana,forb,nonnative,annual,Brassicaceae,1,unknown - tall seedling (0.5 in tall) with small leaves; decided based on photos; no RARU observed in above ground 2x2 or belt transects
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Malacothamnus fasciculatus,Malacothamnus fasciculatus,shrub,native,perennial,Malvaceae,2,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Pseudognaphalium luteoalbum,Pseudognaphalium luteoalbum,forb,nonnative,annual,Asteraceae,3,"likley Logfia filaginoides because in other 3A trays, otherwise Pseudognaphalium luteoalbum or P. stramineum, they're all fuzzy leaved asters/dicots"
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,1,
2019,enhanced,ENH1,3,0,surface,ovenchar,1,Uropappus lindleyi,Uropappus lindleyi,forb,native,annual,Asteraceae,5,"long, skinny leaves - 4 leaves seedling; previously called JUBU but now calling UROLIN based on discription and photo of UROLIN from INT seedbank slides"
2019,enhanced,ENH1,3,0,surface,pretreatment,1,Avena barbara,Avena spp.,grass,nonnative,annual,Poaceae,,
2019,enhanced,ENH1,3,0,surface,pretreatment,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,,star thistle
2019,enhanced,ENH1,3,0,surface,pretreatment,1,Dipterostemon capitatus,Dipterostemon capitatus,forb,native,perennial,"	Themidaceae  ",,
2019,enhanced,ENH1,3,4,deep,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,5,
2019,enhanced,ENH1,3,4,deep,charate,1,Salvia leucophylla ,Salvia leucophylla,shrub,native,perennial,Grossulariaceae,1,
2019,enhanced,ENH1,3,4,deep,charate,1,Unknown B - dinosaur egg,,,,,,1,unknown - dinosaur egg
2019,enhanced,ENH1,3,4,deep,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,4,
2019,enhanced,ENH1,3,4,deep,control,1,Juncus bufonius,Juncus bufonius,forb,native,annual,Juncaceae  ,3,
2019,enhanced,ENH1,3,4,deep,control,1,Typha domingensis,Typha domingensis,forb,native,perennial,Typhaceae,1,
2019,enhanced,ENH1,3,4,deep,oven,1,Artemisia californica,Artemisia californica,shrub,native,perennial,Asteraceae,1,unknown - light green seedling
2019,enhanced,ENH1,3,4,deep,oven,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,5,
2019,enhanced,ENH1,3,4,deep,oven,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,2,
2019,enhanced,ENH1,3,4,deep,ovenchar,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,3,
2019,enhanced,ENH1,3,4,deep,ovenchar,1,Emmenanthe penduliflora,Emmenanthe penduliflora,forb,native,annual,Hydrophyllaceae,1,
2019,enhanced,ENH1,4,0,surface,charate,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,23,
2019,enhanced,ENH1,4,0,surface,charate,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,3,
2019,enhanced,ENH1,4,0,surface,charate,1,Salvia leucophylla ,Salvia leucophylla,shrub,native,perennial,Grossulariaceae,1,
2019,enhanced,ENH1,4,0,surface,charate,1,Unknown B - dinosaur egg,,,,,,1,unknown - dinosaur egg
2019,enhanced,ENH1,4,0,surface,charate,1,Uropappus lindleyi,Uropappus lindleyi,forb,native,annual,Asteraceae,4,"unknown - long skinny seedling, likely non-native grass"
2019,enhanced,ENH1,4,0,surface,control,1,Bromus madritensis,Bromus spp.,grass,nonnative,annual,Poaceae,29,
2019,enhanced,ENH1,4,0,surface,control,1,Centaurea melitensis,Centaurea melitensis,forb,nonnative,annual,Asteraceae,1,
2019,enhanced,ENH1,4,0,surface,control,1,Stipa lepida,Stipa lepida,grass,native,perennial,Poaceae  ,1,
