"","stand","site","soilcore","depth_name","treatment","rep","species_diversity","genus_abundance","lifeform","status","lifescycle","family","count","stand_core","stand_core_depth","stand_core_depth_treat"
"1147","enhanced","ENH1",1,"deep","control",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_control"
"1148","enhanced","ENH1",1,"deep","control",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_control"
"1149","enhanced","ENH1",1,"deep","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_oven"
"1150","enhanced","ENH1",1,"deep","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",9,"ENH1_1","ENH1_1_deep","ENH1_1_deep_oven"
"1151","enhanced","ENH1",1,"deep","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_oven"
"1152","enhanced","ENH1",1,"deep","ovenchar",1,"Acmispon maritimus","Acmispon spp.","forb","native","biannual","Fabaceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_ovenchar"
"1153","enhanced","ENH1",1,"deep","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",4,"ENH1_1","ENH1_1_deep","ENH1_1_deep_ovenchar"
"1154","enhanced","ENH1",1,"deep","ovenchar",1,"Calochortus clavatus","Calochortus clavatus","forb","native","perennial","Liliaceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_ovenchar"
"1155","enhanced","ENH1",1,"deep","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",2,"ENH1_1","ENH1_1_deep","ENH1_1_deep_ovenchar"
"1156","enhanced","ENH1",1,"deep","ovenchar",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",1,"ENH1_1","ENH1_1_deep","ENH1_1_deep_ovenchar"
"1157","enhanced","ENH1",1,"deep","ovenchar",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",2,"ENH1_1","ENH1_1_deep","ENH1_1_deep_ovenchar"
"1158","enhanced","ENH1",2,"surface","charate",1,"Acmispon glaber","Acmispon spp.","forb","native","perennial","Fabaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1159","enhanced","ENH1",2,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",29,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1160","enhanced","ENH1",2,"surface","charate",1,"Erodium spp.","Erodium spp.","forb","nonnative","annual","Geraniaceae",5,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1161","enhanced","ENH1",2,"surface","charate",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1162","enhanced","ENH1",2,"surface","charate",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1163","enhanced","ENH1",2,"surface","charate",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1164","enhanced","ENH1",2,"surface","charate",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_charate"
"1165","enhanced","ENH1",2,"surface","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",35,"ENH1_2","ENH1_2_surface","ENH1_2_surface_control"
"1166","enhanced","ENH1",2,"surface","control",1,"Erodium spp.","Erodium spp.","forb","nonnative","annual","Geraniaceae",9,"ENH1_2","ENH1_2_surface","ENH1_2_surface_control"
"1167","enhanced","ENH1",2,"surface","control",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_control"
"1168","enhanced","ENH1",2,"surface","control",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",7,"ENH1_2","ENH1_2_surface","ENH1_2_surface_control"
"1169","enhanced","ENH1",2,"surface","control",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",2,"ENH1_2","ENH1_2_surface","ENH1_2_surface_control"
"1170","enhanced","ENH1",2,"surface","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",24,"ENH1_2","ENH1_2_surface","ENH1_2_surface_oven"
"1171","enhanced","ENH1",2,"surface","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",4,"ENH1_2","ENH1_2_surface","ENH1_2_surface_oven"
"1172","enhanced","ENH1",2,"surface","oven",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",3,"ENH1_2","ENH1_2_surface","ENH1_2_surface_oven"
"1173","enhanced","ENH1",2,"surface","oven",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",2,"ENH1_2","ENH1_2_surface","ENH1_2_surface_oven"
"1174","enhanced","ENH1",2,"surface","oven",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_oven"
"1175","enhanced","ENH1",2,"surface","ovenchar",1,"Acmispon glaber","Acmispon spp.","forb","native","perennial","Fabaceae",4,"ENH1_2","ENH1_2_surface","ENH1_2_surface_ovenchar"
"1176","enhanced","ENH1",2,"surface","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",38,"ENH1_2","ENH1_2_surface","ENH1_2_surface_ovenchar"
"1177","enhanced","ENH1",2,"surface","ovenchar",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",3,"ENH1_2","ENH1_2_surface","ENH1_2_surface_ovenchar"
"1178","enhanced","ENH1",2,"surface","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",4,"ENH1_2","ENH1_2_surface","ENH1_2_surface_ovenchar"
"1179","enhanced","ENH1",2,"surface","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",3,"ENH1_2","ENH1_2_surface","ENH1_2_surface_ovenchar"
"1180","enhanced","ENH1",2,"surface","ovenchar",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_2","ENH1_2_surface","ENH1_2_surface_ovenchar"
"1181","enhanced","ENH1",2,"deep","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",8,"ENH1_2","ENH1_2_deep","ENH1_2_deep_charate"
"1182","enhanced","ENH1",2,"deep","control",1,"Acmispon glaber","Acmispon spp.","forb","native","perennial","Fabaceae",1,"ENH1_2","ENH1_2_deep","ENH1_2_deep_control"
"1183","enhanced","ENH1",2,"deep","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",9,"ENH1_2","ENH1_2_deep","ENH1_2_deep_control"
"1184","enhanced","ENH1",2,"deep","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",7,"ENH1_2","ENH1_2_deep","ENH1_2_deep_oven"
"1185","enhanced","ENH1",2,"deep","oven",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",1,"ENH1_2","ENH1_2_deep","ENH1_2_deep_oven"
"1186","enhanced","ENH1",2,"deep","ovenchar",1,"Acmispon glaber","Acmispon spp.","forb","native","perennial","Fabaceae",3,"ENH1_2","ENH1_2_deep","ENH1_2_deep_ovenchar"
"1187","enhanced","ENH1",2,"deep","ovenchar",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",3,"ENH1_2","ENH1_2_deep","ENH1_2_deep_ovenchar"
"1188","enhanced","ENH1",2,"deep","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",5,"ENH1_2","ENH1_2_deep","ENH1_2_deep_ovenchar"
"1189","enhanced","ENH1",2,"deep","ovenchar",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",2,"ENH1_2","ENH1_2_deep","ENH1_2_deep_ovenchar"
"1190","enhanced","ENH1",2,"deep","ovenchar",1,"Erodium spp.","Erodium spp.","forb","nonnative","annual","Geraniaceae",5,"ENH1_2","ENH1_2_deep","ENH1_2_deep_ovenchar"
"1191","enhanced","ENH1",2,"deep","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",3,"ENH1_2","ENH1_2_deep","ENH1_2_deep_ovenchar"
"1192","enhanced","ENH1",3,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",18,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1193","enhanced","ENH1",3,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",3,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1194","enhanced","ENH1",3,"surface","charate",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1195","enhanced","ENH1",3,"surface","charate",1,"Logfia filaginoides","Logfia filaginoides","forb","native","annual","Asteraceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1196","enhanced","ENH1",3,"surface","charate",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1197","enhanced","ENH1",3,"surface","charate",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",2,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1198","enhanced","ENH1",3,"surface","charate",1,"Uropappus lindleyi","Uropappus lindleyi","forb","native","annual","Asteraceae",2,"ENH1_3","ENH1_3_surface","ENH1_3_surface_charate"
"1199","enhanced","ENH1",3,"surface","control",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1200","enhanced","ENH1",3,"surface","control",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1201","enhanced","ENH1",3,"surface","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",25,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1202","enhanced","ENH1",3,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",5,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1203","enhanced","ENH1",3,"surface","control",1,"Logfia filaginoides","Logfia filaginoides","forb","native","annual","Asteraceae",2,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1204","enhanced","ENH1",3,"surface","control",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1205","enhanced","ENH1",3,"surface","control",1,"Asclepias fascicularis","Asclepias fascicularis","forb","native","annual","Asteraceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_control"
"1206","enhanced","ENH1",3,"surface","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",22,"ENH1_3","ENH1_3_surface","ENH1_3_surface_oven"
"1207","enhanced","ENH1",3,"surface","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",4,"ENH1_3","ENH1_3_surface","ENH1_3_surface_oven"
"1208","enhanced","ENH1",3,"surface","oven",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_oven"
"1209","enhanced","ENH1",3,"surface","ovenchar",1,"Bromus hordeaceus","Bromus spp.","grass","nonnative","annual","Poaceae",18,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1210","enhanced","ENH1",3,"surface","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",17,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1211","enhanced","ENH1",3,"surface","ovenchar",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",3,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1212","enhanced","ENH1",3,"surface","ovenchar",1,"Erodium spp.","Erodium spp.","forb","nonnative","annual","Geraniaceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1213","enhanced","ENH1",3,"surface","ovenchar",1,"Hirschfeldia incana","Hirschfeldia incana","forb","nonnative","annual","Brassicaceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1214","enhanced","ENH1",3,"surface","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",2,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1215","enhanced","ENH1",3,"surface","ovenchar",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",3,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1216","enhanced","ENH1",3,"surface","ovenchar",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1217","enhanced","ENH1",3,"surface","ovenchar",1,"Uropappus lindleyi","Uropappus lindleyi","forb","native","annual","Asteraceae",5,"ENH1_3","ENH1_3_surface","ENH1_3_surface_ovenchar"
"1218","enhanced","ENH1",3,"deep","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",5,"ENH1_3","ENH1_3_deep","ENH1_3_deep_charate"
"1219","enhanced","ENH1",3,"deep","charate",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",1,"ENH1_3","ENH1_3_deep","ENH1_3_deep_charate"
"1220","enhanced","ENH1",3,"deep","charate",1,"Asclepias fascicularis","Asclepias fascicularis","forb","native","annual","Asteraceae",1,"ENH1_3","ENH1_3_deep","ENH1_3_deep_charate"
"1221","enhanced","ENH1",3,"deep","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",4,"ENH1_3","ENH1_3_deep","ENH1_3_deep_control"
"1222","enhanced","ENH1",3,"deep","control",1,"Juncus bufonius","Juncus bufonius","forb","native","annual","Juncaceae",3,"ENH1_3","ENH1_3_deep","ENH1_3_deep_control"
"1223","enhanced","ENH1",3,"deep","control",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_3","ENH1_3_deep","ENH1_3_deep_control"
"1224","enhanced","ENH1",3,"deep","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_3","ENH1_3_deep","ENH1_3_deep_oven"
"1225","enhanced","ENH1",3,"deep","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",5,"ENH1_3","ENH1_3_deep","ENH1_3_deep_oven"
"1226","enhanced","ENH1",3,"deep","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",2,"ENH1_3","ENH1_3_deep","ENH1_3_deep_oven"
"1227","enhanced","ENH1",3,"deep","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",3,"ENH1_3","ENH1_3_deep","ENH1_3_deep_ovenchar"
"1228","enhanced","ENH1",3,"deep","ovenchar",1,"Emmenanthe penduliflora","Emmenanthe penduliflora","forb","native","annual","Hydrophyllaceae",1,"ENH1_3","ENH1_3_deep","ENH1_3_deep_ovenchar"
"1229","enhanced","ENH1",4,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",23,"ENH1_4","ENH1_4_surface","ENH1_4_surface_charate"
"1230","enhanced","ENH1",4,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",3,"ENH1_4","ENH1_4_surface","ENH1_4_surface_charate"
"1231","enhanced","ENH1",4,"surface","charate",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_charate"
"1232","enhanced","ENH1",4,"surface","charate",1,"Asclepias fascicularis","Asclepias fascicularis","forb","native","annual","Asteraceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_charate"
"1233","enhanced","ENH1",4,"surface","charate",1,"Uropappus lindleyi","Uropappus lindleyi","forb","native","annual","Asteraceae",4,"ENH1_4","ENH1_4_surface","ENH1_4_surface_charate"
"1234","enhanced","ENH1",4,"surface","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",29,"ENH1_4","ENH1_4_surface","ENH1_4_surface_control"
"1235","enhanced","ENH1",4,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_control"
"1236","enhanced","ENH1",4,"surface","control",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_control"
"1237","enhanced","ENH1",4,"surface","control",1,"Asclepias fascicularis","Asclepias fascicularis","forb","native","annual","Asteraceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_control"
"1238","enhanced","ENH1",4,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1239","enhanced","ENH1",4,"surface","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",23,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1240","enhanced","ENH1",4,"surface","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",2,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1241","enhanced","ENH1",4,"surface","oven",1,"Eriodictyon crassifolium","Eriodictyon crassifolium","shrub","native","perennial","Namaceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1242","enhanced","ENH1",4,"surface","oven",1,"Festuca myuros","Festuca myuros","grass","nonnative","annual","Poaceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1243","enhanced","ENH1",4,"surface","oven",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",7,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1244","enhanced","ENH1",4,"surface","oven",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1245","enhanced","ENH1",4,"surface","oven",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_oven"
"1246","enhanced","ENH1",4,"surface","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",29,"ENH1_4","ENH1_4_surface","ENH1_4_surface_ovenchar"
"1247","enhanced","ENH1",4,"surface","ovenchar",1,"Festuca myuros","Festuca myuros","grass","nonnative","annual","Poaceae",2,"ENH1_4","ENH1_4_surface","ENH1_4_surface_ovenchar"
"1248","enhanced","ENH1",4,"surface","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",6,"ENH1_4","ENH1_4_surface","ENH1_4_surface_ovenchar"
"1249","enhanced","ENH1",4,"surface","ovenchar",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_4","ENH1_4_surface","ENH1_4_surface_ovenchar"
"1250","enhanced","ENH1",4,"surface","ovenchar",1,"Uropappus lindleyi","Uropappus lindleyi","forb","native","annual","Asteraceae",2,"ENH1_4","ENH1_4_surface","ENH1_4_surface_ovenchar"
"1251","enhanced","ENH1",4,"deep","charate",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_charate"
"1252","enhanced","ENH1",4,"deep","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",5,"ENH1_4","ENH1_4_deep","ENH1_4_deep_charate"
"1253","enhanced","ENH1",4,"deep","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",5,"ENH1_4","ENH1_4_deep","ENH1_4_deep_control"
"1254","enhanced","ENH1",4,"deep","control",1,"Pseudognaphalium luteoalbum","Pseudognaphalium luteoalbum","forb","nonnative","annual","Asteraceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_control"
"1255","enhanced","ENH1",4,"deep","control",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_control"
"1256","enhanced","ENH1",4,"deep","control",1,"Uropappus lindleyi","Uropappus lindleyi","forb","native","annual","Asteraceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_control"
"1257","enhanced","ENH1",4,"deep","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_oven"
"1258","enhanced","ENH1",4,"deep","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",6,"ENH1_4","ENH1_4_deep","ENH1_4_deep_oven"
"1259","enhanced","ENH1",4,"deep","oven",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_oven"
"1260","enhanced","ENH1",4,"deep","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_ovenchar"
"1261","enhanced","ENH1",4,"deep","ovenchar",1,"Lactuca serriola","Lactuca serriola","forb","nonnative","annual","Asteraceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_ovenchar"
"1262","enhanced","ENH1",4,"deep","ovenchar",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_ovenchar"
"1263","enhanced","ENH1",4,"deep","ovenchar",1,"Phacelia spp.","Phacelia spp.","forb","native","annual","Hydrophyllaceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_ovenchar"
"1264","enhanced","ENH1",4,"deep","ovenchar",1,"Salvia leucophylla","Salvia leucophylla","shrub","native","perennial","Grossulariaceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_ovenchar"
"1265","enhanced","ENH1",4,"deep","ovenchar",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",1,"ENH1_4","ENH1_4_deep","ENH1_4_deep_ovenchar"
"1266","enhanced","ENH1",5,"surface","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",20,"ENH1_5","ENH1_5_surface","ENH1_5_surface_charate"
"1267","enhanced","ENH1",5,"surface","charate",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_charate"
"1268","enhanced","ENH1",5,"surface","charate",1,"Festuca myuros","Festuca myuros","grass","nonnative","annual","Poaceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_charate"
"1269","enhanced","ENH1",5,"surface","charate",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_charate"
"1270","enhanced","ENH1",5,"surface","charate",1,"Typha domingensis","Typha domingensis","forb","native","perennial","Typhaceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_charate"
"1271","enhanced","ENH1",5,"surface","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",15,"ENH1_5","ENH1_5_surface","ENH1_5_surface_control"
"1272","enhanced","ENH1",5,"surface","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",4,"ENH1_5","ENH1_5_surface","ENH1_5_surface_control"
"1273","enhanced","ENH1",5,"surface","oven",1,"Acmispon maritimus","Acmispon spp.","forb","native","annual","Fabaceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1274","enhanced","ENH1",5,"surface","oven",1,"Artemisia californica","Artemisia californica","shrub","native","perennial","Asteraceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1275","enhanced","ENH1",5,"surface","oven",1,"Astragalus trichopodus","Astragalus trichopodus","forb","native","perennial","Fabaceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1276","enhanced","ENH1",5,"surface","oven",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",16,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1277","enhanced","ENH1",5,"surface","oven",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",6,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1278","enhanced","ENH1",5,"surface","oven",1,"Festuca myuros","Festuca myuros","grass","nonnative","annual","Poaceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1279","enhanced","ENH1",5,"surface","oven",1,"Sonchus oleraceus","Sonchus oleraceus","forb","nonnative","annual","Asteraceae",2,"ENH1_5","ENH1_5_surface","ENH1_5_surface_oven"
"1280","enhanced","ENH1",5,"surface","ovenchar",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",27,"ENH1_5","ENH1_5_surface","ENH1_5_surface_ovenchar"
"1281","enhanced","ENH1",5,"surface","ovenchar",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",5,"ENH1_5","ENH1_5_surface","ENH1_5_surface_ovenchar"
"1282","enhanced","ENH1",5,"surface","ovenchar",1,"Logfia filaginoides","Logfia filaginoides","forb","native","annual","Asteraceae",1,"ENH1_5","ENH1_5_surface","ENH1_5_surface_ovenchar"
"1283","enhanced","ENH1",5,"deep","charate",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",3,"ENH1_5","ENH1_5_deep","ENH1_5_deep_charate"
"1284","enhanced","ENH1",5,"deep","charate",1,"Malacothamnus fasciculatus","Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae",2,"ENH1_5","ENH1_5_deep","ENH1_5_deep_charate"
"1285","enhanced","ENH1",5,"deep","control",1,"Bromus madritensis","Bromus spp.","grass","nonnative","annual","Poaceae",2,"ENH1_5","ENH1_5_deep","ENH1_5_deep_control"
"1286","enhanced","ENH1",5,"deep","control",1,"Centaurea melitensis","Centaurea melitensis","forb","nonnative","annual","Asteraceae",1,"ENH1_5","ENH1_5_deep","ENH1_5_deep_control"
"1287","enhanced","ENH1",5,"deep","control",1,"Stipa lepida","Stipa lepida","grass","native","perennial","Poaceae",1,"ENH1_5","ENH1_5_deep","ENH1_5_deep_control"
