"","standtype","site","rep","species","lifeform","status","lifecycle","family"
"659","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"660","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"661","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"662","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"663","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"664","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"665","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"666","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"667","degraded","DEG2",6,"Elymus condensatus","grass","native","perennial","Poaceae"
"668","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"669","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"670","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"671","degraded","DEG2",6,"Elymus condensatus","grass","native","perennial","Poaceae"
"672","degraded","DEG2",6,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"673","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"674","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"675","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"676","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"677","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"678","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"679","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"680","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"681","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"682","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"683","degraded","DEG2",6,"Lupinus spp.","herb","native","annual","Fabaceae"
"684","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"685","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"686","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"687","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"688","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"689","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"690","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"691","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"692","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"693","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"694","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"695","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"696","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"697","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"698","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"699","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"700","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"701","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"702","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"703","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"704","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"705","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"706","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"707","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"708","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"709","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"710","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"711","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"712","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"713","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"714","degraded","DEG2",6,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"715","degraded","DEG2",6,"Bromus rubens","grass","nonnative","annual","Poaceae"
"716","degraded","DEG2",6,"Avena barbata","grass","nonnative","annual","Poaceae"
"717","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"718","intact","Intact1",1,"Galium porrigens","herb","native","perennial","Rubiaceae"
"719","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"720","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"721","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"722","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"723","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"724","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"725","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"726","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"727","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"728","intact","Intact1",1,"Pellaea andromedifolia","fern","native","perennial","Pteridaceae"
"729","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"730","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"731","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"732","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"733","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"734","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"735","intact","Intact1",1,"Galium porrigens","herb","native","perennial","Rubiaceae"
"736","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"737","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"738","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"739","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"740","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"741","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"742","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"743","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"744","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"745","intact","Intact1",1,"Elymus condensatus","grass","native","perennial","Poaceae"
"746","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"747","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"748","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"749","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"750","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"751","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"752","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"753","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"754","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"755","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"756","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"757","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"758","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"759","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"760","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"761","intact","Intact1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"762","intact","Intact1",1,"Carduus pycnocephalus","herb","nonnative","annual","Asteraceae"
"763","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"764","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"765","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"766","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"767","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"768","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"769","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"770","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"771","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"772","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"773","intact","Intact1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"774","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"775","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"776","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"777","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"778","intact","Intact1",1,"Bromus diandrus","grass","nonnative","annual","Poaceae"
"779","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"780","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"781","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"782","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"783","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"784","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"785","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"786","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"787","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"788","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"789","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"790","intact","Intact1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"791","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"792","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"793","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"794","intact","Intact1",1,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"795","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"796","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"797","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"798","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"799","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"800","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"801","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"802","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"803","intact","Intact2",2,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"804","intact","Intact2",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"805","intact","Intact2",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"806","intact","Intact2",2,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"807","intact","Intact2",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"808","intact","Intact2",2,"Rhamnus ilicifolia","shrub","native","perennial","Rhamnaceae"
"809","intact","Intact2",2,"Elymus condensatus","grass","native","perennial","Poaceae"
"810","intact","Intact2",2,"Galium porrigens","herb","native","perennial","Rubiaceae"
"811","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"812","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"813","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"814","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"815","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae"
"816","intact","Intact2",2,"Bromus rubens","grass","nonnative","annual","Poaceae"
"817","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae"
"818","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"819","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae"
"820","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae"
"821","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"822","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae"
"823","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"824","intact","Intact2",2,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"825","intact","Intact2",2,"Apiastrum angustifolium","herb","native","annual","Apiaceae"
"826","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"827","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"828","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"829","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"830","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"831","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"832","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"833","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"834","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"835","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"836","intact","Intact2",2,"moss","ground","ground","ground","ground"
"837","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"838","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"839","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"840","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"841","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"842","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"843","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"844","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"845","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"846","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"847","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"848","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"849","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"850","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"851","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"852","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"853","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"854","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"855","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"856","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"857","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"858","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"859","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"860","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"861","intact","Intact2",2,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"862","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"863","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"864","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"865","intact","Intact2",2,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"866","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"867","intact","Intact2",2,"Artemisia californica","shrub","native","perennial","Asteraceae"
"868","intact","Intact2",2,"Stipa lepida","grass","native","perennial","Poaceae"
"869","intact","Intact3",3,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"870","intact","Intact3",3,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"871","intact","Intact3",3,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"872","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"873","intact","Intact3",3,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"874","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"875","intact","Intact3",3,"Bromus hordeaceus","grass","nonnative","annual","Poaceae"
"876","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"877","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"878","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"879","intact","Intact3",3,"Artemisia californica","shrub","native","perennial","Asteraceae"
"880","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"881","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"882","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"883","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"884","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"885","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"886","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"887","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"888","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"889","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"890","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"891","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"892","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"893","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"894","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"895","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"896","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"897","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"898","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"899","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"900","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"901","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"902","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"903","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"904","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"905","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"906","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"907","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"908","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"909","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"910","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"911","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"912","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"913","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"914","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"915","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"916","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"917","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"918","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"919","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"920","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"921","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"922","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"923","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"924","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"925","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"926","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"927","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"928","intact","Intact3",3,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"929","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"930","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"931","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"932","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"933","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"934","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"935","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"936","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"937","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"938","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"939","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"940","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"941","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"942","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"943","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"944","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"945","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"946","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"947","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"948","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"949","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"950","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"951","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"952","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"953","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"954","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"955","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"956","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"957","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"958","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"959","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"960","intact","Intact3",3,"Stipa lepida","grass","native","perennial","Poaceae"
"961","intact","Intact3",3,"Heteromeles arbutifolia","shrub","native","perennial","Rosaceae"
"962","intact","Intact3",3,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"963","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"964","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"965","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"966","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"967","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"968","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"969","matrix","ENH1",1,"Stipa lepida","grass","native","perennial","Poaceae"
"970","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"971","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"972","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"973","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"974","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"975","matrix","ENH1",1,"Malacothamnus fasciculatus","shrub","native","perennial","Malvaceae"
"976","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"977","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"978","matrix","ENH1",1,"Centaurea melitensis","herb","nonnative","annual","Asteraceae"
"979","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"980","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"981","matrix","ENH1",1,"Dipterostemon capitatus","herb","native","perennial","Themidaceae"
"982","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"983","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"984","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"985","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"986","matrix","ENH1",1,"Hirschfeldia incana","herb","nonnative","annual","Brassicaceae"
"987","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"988","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
"989","matrix","ENH1",1,"Salvia leucophylla","shrub","native","perennial","Lamiaceae"
"990","matrix","ENH1",1,"Avena barbata","grass","nonnative","annual","Poaceae"
"991","matrix","ENH1",1,"Rhus ovata","shrub","native","perennial","Anacardiaceae"
"992","matrix","ENH1",1,"Bromus rubens","grass","nonnative","annual","Poaceae"
