"","standtype","site","rep","distance","vertical","species","lifeform","status","lifecycle","family","site_rep","site_rep_dist","stand_status"
"710","degraded","DEG2",6,39,"4","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_39","degraded_nonnative"
"711","degraded","DEG2",6,40,"1","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_40","degraded_nonnative"
"712","degraded","DEG2",6,40,"2","Hirschfeldia incana dead","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_40","degraded_nonnative"
"713","degraded","DEG2",6,40,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_40","degraded_nonnative"
"714","degraded","DEG2",6,41,"1","Hirschfeldia incana","herb","nonnative","annual","Brassicaceae","DEG2_6","DEG2_6_41","degraded_nonnative"
"715","degraded","DEG2",6,41,"2","Bromus rubens dead","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_41","degraded_nonnative"
"716","degraded","DEG2",6,41,"3","Avena barbata","grass","nonnative","annual","Poaceae","DEG2_6","DEG2_6_41","degraded_nonnative"
"717","intact","INT1",1,1,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_1","intact_nonnative"
"718","intact","INT1",1,1,"2","Galium porrigens","herb","native","perennial","Rubiaceae","INT1_1","INT1_1_1","intact_native"
"719","intact","INT1",1,1,"3","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_1","intact_nonnative"
"720","intact","INT1",1,1,"4","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_1","intact_native"
"721","intact","INT1",1,2,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_2","intact_nonnative"
"722","intact","INT1",1,2,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_2","intact_native"
"723","intact","INT1",1,3,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_3","intact_nonnative"
"724","intact","INT1",1,4,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_4","intact_native"
"725","intact","INT1",1,4,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_4","intact_native"
"726","intact","INT1",1,4,"3","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_4","intact_native"
"727","intact","INT1",1,5,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_5","intact_native"
"728","intact","INT1",1,5,"2","Pellaea andromedifolia","fern","native","perennial","Pteridaceae","INT1_1","INT1_1_5","intact_native"
"729","intact","INT1",1,5,"3","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_5","intact_native"
"730","intact","INT1",1,6,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_6","intact_native"
"731","intact","INT1",1,6,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_6","intact_native"
"732","intact","INT1",1,7,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_7","intact_native"
"733","intact","INT1",1,7,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_7","intact_native"
"734","intact","INT1",1,8,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_8","intact_native"
"735","intact","INT1",1,9,"1","Galium porrigens","herb","native","perennial","Rubiaceae","INT1_1","INT1_1_9","intact_native"
"736","intact","INT1",1,9,"2","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_9","intact_nonnative"
"737","intact","INT1",1,9,"3","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_9","intact_native"
"738","intact","INT1",1,10,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_10","intact_nonnative"
"739","intact","INT1",1,10,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_10","intact_native"
"740","intact","INT1",1,11,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_11","intact_nonnative"
"741","intact","INT1",1,11,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_11","intact_native"
"742","intact","INT1",1,12,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_12","intact_native"
"743","intact","INT1",1,12,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_12","intact_native"
"744","intact","INT1",1,13,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_13","intact_native"
"745","intact","INT1",1,13,"2","Elymus condensatus","grass","native","perennial","Poaceae","INT1_1","INT1_1_13","intact_native"
"746","intact","INT1",1,13,"3","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_13","intact_native"
"747","intact","INT1",1,14,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_14","intact_native"
"748","intact","INT1",1,14,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT1_1","INT1_1_14","intact_native"
"749","intact","INT1",1,14,"3","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_14","intact_native"
"750","intact","INT1",1,15,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT1_1","INT1_1_15","intact_native"
"751","intact","INT1",1,15,"2","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_15","intact_native"
"752","intact","INT1",1,15,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT1_1","INT1_1_15","intact_native"
"753","intact","INT1",1,16,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_16","intact_nonnative"
"754","intact","INT1",1,16,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_16","intact_native"
"755","intact","INT1",1,16,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT1_1","INT1_1_16","intact_native"
"756","intact","INT1",1,17,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_17","intact_native"
"757","intact","INT1",1,17,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT1_1","INT1_1_17","intact_native"
"758","intact","INT1",1,17,"3","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_17","intact_native"
"759","intact","INT1",1,18,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_18","intact_native"
"760","intact","INT1",1,18,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_18","intact_native"
"761","intact","INT1",1,18,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT1_1","INT1_1_18","intact_native"
"762","intact","INT1",1,19,"1","Carduus pycnocephalus","herb","nonnative","annual","Asteraceae","INT1_1","INT1_1_19","intact_nonnative"
"763","intact","INT1",1,19,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_19","intact_native"
"764","intact","INT1",1,20,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_20","intact_native"
"765","intact","INT1",1,20,"2","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_20","intact_native"
"766","intact","INT1",1,20,"3","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_20","intact_native"
"767","intact","INT1",1,21,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_21","intact_native"
"768","intact","INT1",1,22,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_22","intact_native"
"769","intact","INT1",1,22,"2","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_22","intact_native"
"770","intact","INT1",1,23,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_23","intact_native"
"771","intact","INT1",1,23,"2","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_23","intact_native"
"772","intact","INT1",1,24,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_24","intact_native"
"773","intact","INT1",1,24,"2","Bromus spp. dead","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_24","intact_nonnative"
"774","intact","INT1",1,25,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_25","intact_nonnative"
"775","intact","INT1",1,26,"1","Stipa lepida dead","grass","native","perennial","Poaceae","INT1_1","INT1_1_26","intact_native"
"776","intact","INT1",1,26,"2","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_26","intact_native"
"777","intact","INT1",1,27,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_27","intact_native"
"778","intact","INT1",1,28,"1","Bromus diandrus","grass","nonnative","annual","Poaceae","INT1_1","INT1_1_28","intact_nonnative"
"779","intact","INT1",1,29,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_29","intact_native"
"780","intact","INT1",1,32,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_32","intact_native"
"781","intact","INT1",1,33,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_33","intact_native"
"782","intact","INT1",1,33,"2","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_33","intact_native"
"783","intact","INT1",1,33,"3","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_33","intact_native"
"784","intact","INT1",1,34,"1","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_34","intact_native"
"785","intact","INT1",1,35,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_35","intact_native"
"786","intact","INT1",1,35,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_35","intact_native"
"787","intact","INT1",1,36,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_36","intact_native"
"788","intact","INT1",1,36,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_36","intact_native"
"789","intact","INT1",1,37,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_37","intact_native"
"790","intact","INT1",1,38,"1","Stipa lepida","grass","native","perennial","Poaceae","INT1_1","INT1_1_38","intact_native"
"791","intact","INT1",1,38,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_38","intact_native"
"792","intact","INT1",1,39,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_39","intact_native"
"793","intact","INT1",1,40,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_40","intact_native"
"794","intact","INT1",1,41,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT1_1","INT1_1_41","intact_native"
"795","intact","INT2",2,1,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_1","intact_native"
"796","intact","INT2",2,1,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_1","intact_native"
"797","intact","INT2",2,2,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_2","intact_native"
"798","intact","INT2",2,3,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_3","intact_native"
"799","intact","INT2",2,3,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_3","intact_native"
"800","intact","INT2",2,4,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_4","intact_native"
"801","intact","INT2",2,4,"2","Salvia leucophylla dead","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_4","intact_native"
"802","intact","INT2",2,5,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_5","intact_native"
"803","intact","INT2",2,5,"2","Rhus ovata","shrub","native","perennial","Anacardiaceae","INT2_2","INT2_2_5","intact_native"
"804","intact","INT2",2,5,"3","Elymus condensatus","grass","native","perennial","Poaceae","INT2_2","INT2_2_5","intact_native"
"805","intact","INT2",2,6,"1","Elymus condensatus dead","grass","native","perennial","Poaceae","INT2_2","INT2_2_6","intact_native"
"806","intact","INT2",2,6,"2","Rhus ovata","shrub","native","perennial","Anacardiaceae","INT2_2","INT2_2_6","intact_native"
"807","intact","INT2",2,7,"1","Elymus condensatus dead","grass","native","perennial","Poaceae","INT2_2","INT2_2_7","intact_native"
"808","intact","INT2",2,7,"2","Rhamnus ilicifolia","shrub","native","perennial","Rhamnaceae","INT2_2","INT2_2_7","intact_native"
"809","intact","INT2",2,7,"3","Elymus condensatus dead","grass","native","perennial","Poaceae","INT2_2","INT2_2_7","intact_native"
"810","intact","INT2",2,8,"1","Galium porrigens","herb","native","perennial","Rubiaceae","INT2_2","INT2_2_8","intact_native"
"811","intact","INT2",2,8,"2","Bromus rubens","grass","nonnative","annual","Poaceae","INT2_2","INT2_2_8","intact_nonnative"
"812","intact","INT2",2,8,"3","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_8","intact_native"
"813","intact","INT2",2,9,"1","Bromus rubens","grass","nonnative","annual","Poaceae","INT2_2","INT2_2_9","intact_nonnative"
"814","intact","INT2",2,9,"2","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_9","intact_native"
"815","intact","INT2",2,10,"1","Apiastrum angustifolium","herb","native","annual","Apiaceae","INT2_2","INT2_2_10","intact_native"
"816","intact","INT2",2,12,"1","Bromus rubens dead","grass","nonnative","annual","Poaceae","INT2_2","INT2_2_12","intact_nonnative"
"817","intact","INT2",2,13,"1","Apiastrum angustifolium","herb","native","annual","Apiaceae","INT2_2","INT2_2_13","intact_native"
"818","intact","INT2",2,13,"2","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_13","intact_native"
"819","intact","INT2",2,13,"3","Apiastrum angustifolium","herb","native","annual","Apiaceae","INT2_2","INT2_2_13","intact_native"
"820","intact","INT2",2,14,"1","Apiastrum angustifolium","herb","native","annual","Apiaceae","INT2_2","INT2_2_14","intact_native"
"821","intact","INT2",2,14,"2","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_14","intact_native"
"822","intact","INT2",2,15,"1","Apiastrum angustifolium","herb","native","annual","Apiaceae","INT2_2","INT2_2_15","intact_native"
"823","intact","INT2",2,15,"2","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_15","intact_native"
"824","intact","INT2",2,16,"1","Dipterostemon capitatus","herb","native","perennial","Themidaceae","INT2_2","INT2_2_16","intact_native"
"825","intact","INT2",2,16,"2","Apiastrum angustifolium","herb","native","annual","Apiaceae","INT2_2","INT2_2_16","intact_native"
"826","intact","INT2",2,16,"3","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_16","intact_native"
"827","intact","INT2",2,16,"4","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_16","intact_native"
"828","intact","INT2",2,17,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_17","intact_native"
"829","intact","INT2",2,19,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_19","intact_native"
"830","intact","INT2",2,19,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_19","intact_native"
"831","intact","INT2",2,20,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_20","intact_native"
"832","intact","INT2",2,20,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_20","intact_native"
"833","intact","INT2",2,21,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_21","intact_native"
"834","intact","INT2",2,21,"2","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_21","intact_native"
"835","intact","INT2",2,21,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_21","intact_native"
"836","intact","INT2",2,22,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_22","intact_native"
"837","intact","INT2",2,23,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_23","intact_native"
"838","intact","INT2",2,24,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_24","intact_native"
"839","intact","INT2",2,25,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_25","intact_native"
"840","intact","INT2",2,26,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_26","intact_native"
"841","intact","INT2",2,27,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_27","intact_native"
"842","intact","INT2",2,28,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_28","intact_native"
"843","intact","INT2",2,28,"2","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_28","intact_native"
"844","intact","INT2",2,29,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_29","intact_native"
"845","intact","INT2",2,30,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_30","intact_native"
"846","intact","INT2",2,31,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_31","intact_native"
"847","intact","INT2",2,32,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_32","intact_native"
"848","intact","INT2",2,32,"2","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_32","intact_native"
"849","intact","INT2",2,33,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_33","intact_native"
"850","intact","INT2",2,33,"2","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_33","intact_native"
"851","intact","INT2",2,34,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_34","intact_native"
"852","intact","INT2",2,34,"2","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_34","intact_native"
"853","intact","INT2",2,35,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_35","intact_native"
"854","intact","INT2",2,35,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_35","intact_native"
"855","intact","INT2",2,36,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_36","intact_native"
"856","intact","INT2",2,36,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_36","intact_native"
"857","intact","INT2",2,37,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_37","intact_native"
"858","intact","INT2",2,37,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_37","intact_native"
"859","intact","INT2",2,37,"3","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_37","intact_native"
"860","intact","INT2",2,37,"4","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT2_2","INT2_2_37","intact_native"
"861","intact","INT2",2,38,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_38","intact_native"
"862","intact","INT2",2,38,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_38","intact_native"
"863","intact","INT2",2,39,"1","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_39","intact_native"
"864","intact","INT2",2,39,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT2_2","INT2_2_39","intact_native"
"865","intact","INT2",2,40,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_40","intact_native"
"866","intact","INT2",2,40,"2","Artemisia californica","shrub","native","perennial","Asteraceae","INT2_2","INT2_2_40","intact_native"
"867","intact","INT2",2,41,"1","Stipa lepida","grass","native","perennial","Poaceae","INT2_2","INT2_2_41","intact_native"
"868","intact","INT3",3,1,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","INT3_3","INT3_3_1","intact_nonnative"
"869","intact","INT3",3,2,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","INT3_3","INT3_3_2","intact_nonnative"
"870","intact","INT3",3,3,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","INT3_3","INT3_3_3","intact_nonnative"
"871","intact","INT3",3,3,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_3","intact_native"
"872","intact","INT3",3,4,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","INT3_3","INT3_3_4","intact_nonnative"
"873","intact","INT3",3,4,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_4","intact_native"
"874","intact","INT3",3,5,"1","Bromus hordeaceus","grass","nonnative","annual","Poaceae","INT3_3","INT3_3_5","intact_nonnative"
"875","intact","INT3",3,5,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_5","intact_native"
"876","intact","INT3",3,6,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_6","intact_native"
"877","intact","INT3",3,6,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_6","intact_native"
"878","intact","INT3",3,6,"3","Artemisia californica","shrub","native","perennial","Asteraceae","INT3_3","INT3_3_6","intact_native"
"879","intact","INT3",3,7,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_7","intact_native"
"880","intact","INT3",3,7,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_7","intact_native"
"881","intact","INT3",3,8,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_8","intact_native"
"882","intact","INT3",3,8,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_8","intact_native"
"883","intact","INT3",3,9,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_9","intact_native"
"884","intact","INT3",3,9,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_9","intact_native"
"885","intact","INT3",3,10,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_10","intact_native"
"886","intact","INT3",3,10,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_10","intact_native"
"887","intact","INT3",3,10,"3","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_10","intact_native"
"888","intact","INT3",3,11,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_11","intact_native"
"889","intact","INT3",3,11,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_11","intact_native"
"890","intact","INT3",3,12,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_12","intact_native"
"891","intact","INT3",3,12,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_12","intact_native"
"892","intact","INT3",3,13,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_13","intact_native"
"893","intact","INT3",3,13,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_13","intact_native"
"894","intact","INT3",3,13,"3","Rhus ovata","shrub","native","perennial","Anacardiaceae","INT3_3","INT3_3_13","intact_native"
"895","intact","INT3",3,14,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_14","intact_native"
"896","intact","INT3",3,14,"2","Rhus ovata","shrub","native","perennial","Anacardiaceae","INT3_3","INT3_3_14","intact_native"
"897","intact","INT3",3,15,"1","Heteromeles arbutifolia dead","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_15","intact_native"
"898","intact","INT3",3,15,"2","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_15","intact_native"
"899","intact","INT3",3,15,"3","Rhus ovata","shrub","native","perennial","Anacardiaceae","INT3_3","INT3_3_15","intact_native"
"900","intact","INT3",3,16,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_16","intact_native"
"901","intact","INT3",3,16,"2","Rhus ovata","shrub","native","perennial","Anacardiaceae","INT3_3","INT3_3_16","intact_native"
"902","intact","INT3",3,17,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_17","intact_native"
"903","intact","INT3",3,17,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_17","intact_native"
"904","intact","INT3",3,18,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_18","intact_native"
"905","intact","INT3",3,18,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_18","intact_native"
"906","intact","INT3",3,19,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_19","intact_native"
"907","intact","INT3",3,19,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_19","intact_native"
"908","intact","INT3",3,20,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_20","intact_native"
"909","intact","INT3",3,21,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_21","intact_native"
"910","intact","INT3",3,22,"1","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_22","intact_native"
"911","intact","INT3",3,23,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_23","intact_native"
"912","intact","INT3",3,23,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_23","intact_native"
"913","intact","INT3",3,24,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_24","intact_native"
"914","intact","INT3",3,24,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_24","intact_native"
"915","intact","INT3",3,25,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_25","intact_native"
"916","intact","INT3",3,25,"2","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_25","intact_native"
"917","intact","INT3",3,26,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_26","intact_native"
"918","intact","INT3",3,26,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_26","intact_native"
"919","intact","INT3",3,26,"3","Heteromeles arbutifolia","shrub","native","perennial","Rosaceae","INT3_3","INT3_3_26","intact_native"
"920","intact","INT3",3,27,"1","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_27","intact_native"
"921","intact","INT3",3,27,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_27","intact_native"
"922","intact","INT3",3,27,"3","Stipa lepida","grass","native","perennial","Poaceae","INT3_3","INT3_3_27","intact_native"
"923","intact","INT3",3,27,"4","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_27","intact_native"
"924","intact","INT3",3,28,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_28","intact_native"
"925","intact","INT3",3,28,"2","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_28","intact_native"
"926","intact","INT3",3,29,"1","Salvia leucophylla","shrub","native","perennial","Lamiaceae","INT3_3","INT3_3_29","intact_native"
